chksm1(8);chksm2(8);Size(4);Type(3);Title(48);Region(20)
4498a890;18de59ed;0128;GG ;G-LOC - Air Battle                              ;(USA  Europe  Brazil
3f9745e8;0a49407d;0256;GG ;GG Aleste                                       ;(Japan) (En) (Aleste
3f9745e8;1b80a75b;0256;GG ;GG Aleste                                       ;(Japan) (En)        
488eada5;5ae64731;1024;GG ;GG Aleste 3                                     ;(Japan) (En) (Aleste
a895a05b;13596065;0256;GG ;GG Aleste II                                    ;(Japan) (En) (Aleste
40e855af;695cc120;0512;GG ;GG Portrait - Pai Chen                          ;(Japan)             
fbdc2c41;51159f8f;0512;GG ;GG Portrait - Yuuki Akira                       ;(Japan)             
cc3bc990;83926bd1;0256;GG ;GG Shinobi  The                                 ;(Japan)             
cda8fb0f;7a26ec6a;0512;GG ;GP Rider                                        ;(Japan)             
0b1a9ad3;12e4f6db;0512;GG ;GP Rider                                        ;(World) (Beta) (1994
5642700c;876e9b72;0512;GG ;GP Rider                                        ;(World)             
124cd54f;0593ba24;0128;GG ;Galaga '91                                      ;(Japan)             
a9e1139c;95ecece2;0128;GG ;Galaga 2                                        ;(Europe)            
64245fa3;95347420;0512;GG ;Gamble Panic                                    ;(Japan)             
41d198a5;423803a7;0256;GG ;Gambler Jiko Chuushinha                         ;(Japan)             
5f95157a;a1f2f4a1;0128;GG ;Ganbare Gorby!                                  ;(Japan)             
8a62c05e;cd53f3af;1024;GG ;Garfield - Caught in the Act                    ;(USA  Europe)       
0d087ee0;9afb6f33;0512;GG ;Garou Densetsu Special                          ;(Japan)             
945e0e4c;0e300223;0128;GG ;Gear Stadium                                    ;(Japan)             
fd18c585;a0530664;0128;GG ;Gear Stadium Heiseiban                          ;(Japan)             
add359a1;e9a2efb4;0128;GG ;Gear Works                                      ;(USA)               
b82e5db1;58b44585;0128;GG ;George Foreman's KO Boxing                      ;(USA  Europe)       
118fefce;d2b6021e;0256;GG ;Global Gladiators                               ;(Europe)            
f6e82cfe;4cf97801;0512;GG ;Gojira - Kaijuu Daishingeki                     ;(Japan)             
68587b40;f27925b0;0256;GG ;Greendog - The Beached Surfer Dude!             ;(USA  Brazil) (En)  
b759af55;a93e8b0f;0128;GG ;Griffin                                         ;(Japan)             
134e6058;c3c52767;0512;GG ;Gunstar Heroes                                  ;(Japan)             
7c3b2afa;def5a5d0;0128;GG ;Halley Wars                                     ;(Japan)             
7812bc5d;7e9dea46;0128;GG ;Halley Wars                                     ;(USA  Europe  Brazil
6dbf25eb;7e689995;0128;GG ;Head Buster                                     ;(Japan)             
ba711589;beed9150;0128;GG ;Heavy Weight Champ                              ;(Japan)             
7c405078;dde29f74;0256;GG ;Home Alone                                      ;(USA  Europe  Brazil
5b7e5e31;dfa805a0;0128;GG ;Honoo no Toukyuuji - Dodge Danpei               ;(Japan)             
7da0e69f;a5aa5ba1;0256;GG ;Hook                                            ;(Europe)            
f12c634c;f53ced2e;0256;GG ;Hook                                            ;(USA)               
d939836e;0a25eec5;0512;GG ;Hurricanes                                      ;(Europe)            
ede50d15;42389270;0128;GG ;Hyokkori Hyoutan-jima - Hyoutan-jima no Daikouka;(Japan)             
28322ef9;056cae74;0128;GG ;Hyper Pro Yakyuu '92                            ;(Japan)             
9a4073ca;036e03f8;0256;GG ;In the Wake of Vampire                          ;(Japan) (En) (Virtua
4791182e;dab0f265;0256;GG ;In the Wake of Vampire                          ;(Japan) (En)        
f68c72f3;087fc247;0256;GG ;Incredible Crash Dummies  The                   ;(World)             
c8fb1c9d;d7055f88;0512;GG ;Incredible Hulk  The                            ;(USA  Europe)       
e56dad36;b875226b;0256;GG ;Indiana Jones and the Last Crusade              ;(USA  Europe  Brazil
488cec5a;847ae5ce;0512;GG ;Iron Man X-O Manowar in Heavy Metal             ;(USA)               
35a53526;44e7e2da;0256;GG ;Itchy & Scratchy Game  The                      ;(USA  Europe)       
c3f79a86;a12a28a0;0512;GG ;J.League GG Pro-Striker '94                     ;(Japan)             
e302be7f;abddf0eb;0512;GG ;J.League Soccer - Dream Eleven                  ;(Japan)             
4f7c2f43;881a4524;0256;GG ;James Bond 007 - The Duel                       ;(Europe)            
44bc2cdb;68bb7f71;0512;GG ;James Pond 3 - Operation Starfi5h               ;(Europe)            
a6c1d6a9;c2f7928b;0512;GG ;James Pond II - Codename RoboCod                ;(Europe)            
ad3a37cf;9fb5c155;0512;GG ;James Pond II - Codename RoboCod                ;(USA)               
3d43eeec;d7820c21;0256;GG ;Jeopardy!                                       ;(USA)               
47515340;2dd850b7;0256;GG ;Jeopardy! - Sports Edition                      ;(USA)               
bf0679fc;4a98678b;0256;GG ;Joe Montana Football                            ;(Japan  Brazil) (En)
8dcdfbfe;2e01ba6c;0256;GG ;Joe Montana Football                            ;(USA  Europe)       
cc674184;1ebfa5ca;0256;GG ;Journey from Darkness - Strider Returns         ;(USA  Europe)       
85888abf;04d23fc4;0512;GG ;Judge Dredd                                     ;(USA  Europe)       
8587dd8f;a8ef36a7;0128;GG ;Junction                                        ;(Japan) (En)        
8245c2f8;32abaa02;0128;GG ;Junction                                        ;(USA)               
198ef596;90100884;0256;GG ;Jungle Book  The                                ;(Europe)            
dfc8e4b8;30c09f31;0256;GG ;Jungle Book  The                                ;(USA)               
1bf5cd03;d51642b0;0512;GG ;Jungle Strike                                   ;(USA)               
be7f0c72;2f536ae3;0512;GG ;Jurassic Park                                   ;(Japan)             
3b481f00;bd6f2321;0512;GG ;Jurassic Park                                   ;(USA  Europe  Brazil
f9ebca6c;9b40fc8e;0128;GG ;KLAX                                            ;(USA  Europe)       
862864d8;937fd52b;0512;GG ;Kaitou Saint Tail                               ;(Japan)             
c31cb4e9;23f9150a;0256;GG ;Kawasaki Superbike Challenge                    ;(Europe)            
0c35ddcf;fc508318;0256;GG ;Kawasaki Superbike Challenge                    ;(USA)               
cfab2799;d9ce3f4c;0512;GG ;Kenyuu Densetsu Yaiba                           ;(Japan)             
abc9a4d3;fd14ce00;0256;GG ;Kick & Rush                                     ;(Japan)             
7de28d2e;4af7f2aa;0128;GG ;Kinetic Connection                              ;(Japan)             
2a522e57;7d622bdd;0512;GG ;Kishin Douji Zenki                              ;(Japan)             
3376c3ac;d01e784f;0256;GG ;Krusty's Fun House                              ;(USA  Europe)       
ab9f9eca;398f2358;0256;GG ;Kuni-chan no Game Tengoku                       ;(Japan)             
15e57569;f3774c65;0256;GG ;Kuni-chan no Game Tengoku Part 2                ;(Japan)             
29da9e45;52dbf3e1;0512;GG ;Land of Illusion Starring Mickey Mouse          ;(USA  Europe  Brazil
f4a57b12;2d367c43;0256;GG ;Last Action Hero                                ;(USA)               
4438fb3e;1cc16ad9;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
5971f0ba;63020617;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
f4968bd6;a0565a5c;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
f69a3496;f9d4cee9;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
8aab849e;670ede92;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
ebf995a5;de8545af;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe) (Beta)
48afff3a;ce5ad8b7;0512;GG ;Legend of Illusion Starring Mickey Mouse        ;(USA  Europe)       
49b8c8bc;51548f61;0256;GG ;Lemmings                                        ;(World) (Beta)      
25666840;0fde7baa;0256;GG ;Lemmings                                        ;(World)             
49c93a73;fbc807e1;0512;GG ;Lemmings 2 - The Tribes                         ;(Europe) (Proto) (19
3a6616e7;0cd9c20b;0512;GG ;Lion King  The                                  ;(Europe)            
7d6d7c87;c78b8637;0512;GG ;Lion King  The                                  ;(Japan)             
ea54df1a;aacb7387;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
e5314b02;214c13dc;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
99e5be48;0e80efe0;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
e0fe59cc;8250c11e;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
c980d109;eb10a2d4;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
a2eee3dd;c6af9643;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
1870d704;4214c474;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
6ddac168;b65030d0;0502;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
3a6616e7;3d0b31a2;0511;GG ;Lion King  The                                  ;(USA) (Beta) (1994-0
c2b8b1d7;9808d7b3;0512;GG ;Lion King  The                                  ;(USA)               
b682dd6e;8d1597f5;1024;GG ;Lost World  The - Jurassic Park                 ;(USA)               
c8e4d1f3;07a7815a;0256;GG ;Lucky Dime Caper Starring Donald Duck  The      ;(USA  Europe  Brazil
efeb3516;58459edd;0512;GG ;Lunar - Sanposuru Gakuen                        ;(Japan)             
baa39c79;1ecf07b4;0512;GG ;MLBPA Baseball                                  ;(USA)               
c6f93439;9f59d302;0512;GG ;Madden 96                                       ;(USA  Europe)       
793f23b6;75c71ebf;0512;GG ;Madden NFL 95                                   ;(USA)               
d0226248;7ec95282;0512;GG ;Madou Monogatari A - Dokidoki Vacation          ;(Japan)             
bedce5ef;00c34d94;0512;GG ;Madou Monogatari I - 3-Tsu no Madoukyuu         ;(Japan)             
7171f56d;12eb2287;0512;GG ;Madou Monogatari II - Arle 16-Sai               ;(Japan)             
d1655ee5;568f4825;0512;GG ;Madou Monogatari III - Kyuukyoku Joou-sama      ;(Japan) (Rev A)     
3ce7147b;0a634d79;0512;GG ;Madou Monogatari III - Kyuukyoku Joou-sama      ;(Japan)             
42266f52;8f82a6b9;0512;GG ;Magic Knight Rayearth                           ;(Japan)             
2130e66f;1c2c2b04;0512;GG ;Magic Knight Rayearth 2 - Making of Magic Knight;(Japan)             
034e10bc;cf6d7bc5;0128;GG ;Magical Puzzle Popils                           ;(World) (En Ja)     
7d2f63e8;6e1cc23c;0128;GG ;Magical Taruruuto-kun                           ;(Japan)             
279604cf;36ebcd6d;0256;GG ;Majors  The - Pro Baseball                      ;(USA)               
c1736457;d9a7f170;0256;GG ;Man Overboard!                                  ;(Europe)            
d97a8792;01d2dd2a;0128;GG ;Mappy                                           ;(Japan)             
ac7b2773;9559e339;0256;GG ;Marble Madness                                  ;(USA  Europe)       
0e1f7f22;22c418bf;0512;GG ;Marko's Magic Football                          ;(Europe) (En Fr De E
d96aa84d;21402ffb;0256;GG ;Master of Darkness                              ;(Europe) (Virtual Co
2f4f943d;07d0eb42;0256;GG ;Master of Darkness                              ;(Europe  Brazil) (En
c43109bc;1ace93af;0512;GG ;Mega Man                                        ;(USA)               
28e67764;2e4ec17b;0512;GG ;Megami Tensei Gaiden - Last Bible               ;(Japan)             
cc021a82;4ec30806;0512;GG ;Megami Tensei Gaiden - Last Bible Special       ;(Japan)             
c88e3e9d;fe12a92f;0512;GG ;Mickey Mouse Densetsu no Oukoku - Legend of Illu;(Japan)             
05a82bec;0117c3df;0512;GG ;Mickey Mouse no Mahou no Crystal                ;(Japan)             
6071abb1;eccf7a4f;0256;GG ;Mickey's Ultimate Challenge                     ;(USA)               
e43a3024;c21e6cd0;0256;GG ;Micro Machines                                  ;(USA  Europe) (Beta)
33438901;f7c524f6;0256;GG ;Micro Machines                                  ;(USA  Europe)       
b544f274;dbe8895c;0512;GG ;Micro Machines 2 - Turbo Tournament             ;(Europe)            
40830399;2887f04a;0512;GG ;Mighty Morphin Power Rangers                    ;(USA  Europe) (Beta)
ff3b133a;9289dfcc;0512;GG ;Mighty Morphin Power Rangers                    ;(USA  Europe)       
9d8be68d;b47c19e5;0512;GG ;Mighty Morphin Power Rangers - The Movie        ;(USA  Europe  Brazil
fa12e550;4d5d15fb;0512;GG ;Moldorian - Hikari to Yami no Sister            ;(Japan)             
6ecf126f;453c5cec;0256;GG ;Monster Truck Wars                              ;(USA  Europe)       
1a9db49e;ea89e0e7;0256;GG ;Monster World II - Dragon no Wana               ;(Japan)             
44d77a9d;16db4f6a;0512;GG ;Mortal Kombat                                   ;(USA  Europe) (Beta)
b3372a7e;07494f2a;0512;GG ;Mortal Kombat                                   ;(USA  Europe)       
9ffcb5f4;dbff0461;0512;GG ;Mortal Kombat - Shinken Kourin Densetsu         ;(Japan)             
fdd2697f;c2be62bb;0512;GG ;Mortal Kombat 3                                 ;(Europe)            
46ddeb8a;4b304e0f;0512;GG ;Mortal Kombat II                                ;(World)             
934b3788;5ee88bd5;0128;GG ;Ms. Pac-Man                                     ;(USA)               
77497f64;31084021;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
77690806;8c089da5;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
aedfec31;c658b5b3;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
94326816;41dabd84;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
9ab7aadb;a34b2b4c;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
1addb56a;9824f77d;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
c94f2146;0d6bf79d;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
6cd5a0de;f9d5500b;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
fee74402;e2341dce;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
b21a28ce;76491470;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
c2ce9692;5e089fbc;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
0b5669c8;0c0f6b4c;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
96eea89f;e73b02a4;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
6e18ebbc;c4b3328c;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
ff269e84;91e3026c;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
d0c59c1b;9265f8c3;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
58368058;21a79f63;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
81148966;afc8a69e;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
753ac191;188a319e;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
501db23c;6896b65d;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
574cafbf;ab721f11;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
f9d016a2;82e882d6;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
917d69e0;d15aa940;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
d1af9f51;4415c0bb;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
982c9dc6;5254577a;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
982c9dc6;75a5bc5d;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
9876ee14;80c0586c;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
ebb6fe84;a82049df;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
9099fe65;e197a0bb;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
23e09438;c9e98a49;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En) (
3b7a9094;19030108;0256;GG ;NBA Action Starring David Robinson              ;(USA  Brazil) (En)  
e57d6d6c;a49e9033;0512;GG ;NBA Jam                                         ;(Japan)             
f7d01841;820fa4ab;0512;GG ;NBA Jam                                         ;(USA) (Rev 1)       
6b2d903e;8f17597e;0512;GG ;NBA Jam                                         ;(USA  Europe)       
6b14cabe;86c32e5b;0512;GG ;NBA Jam - Tournament Edition                    ;(World)             
279be415;8cd96d95;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
83c73cf1;7f769052;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
d8add200;fe140eaa;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
6509c952;f77138dd;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
06640000;a3b046e7;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
4acdb915;3978387b;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
f7db94b0;ff70a26f;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
b245ee93;132db489;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
a2f43ac3;c57c6afd;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
b39be2f0;088e4b6d;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
0c1a920d;b38f48b6;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
fa8bfd34;474a162b;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
57554b8b;2828cb66;0512;GG ;NFL '95                                         ;(USA) (Beta) (1994-0
ff09374f;dc5b0407;0512;GG ;NFL '95                                         ;(USA)               
d1bb4682;61785ed5;0512;GG ;NFL Quarterback Club                            ;(World)             
372c5e3b;c348e53a;0512;GG ;NFL Quarterback Club 96                         ;(USA)               
e3afe984;e583d999;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1994-1
103a1738;dfba792a;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1994-1
fb676721;e14d071b;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1994-1
176fb7aa;8a2b6323;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1994-1
676b3b7d;2551f22c;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
944f77d5;ece5633b;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
5872eae0;82504476;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
b2152ac8;49f8b9e4;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
9280b685;87d8fe13;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
e1fc71b3;50dcf5b6;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
8c6da12a;499b06c2;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
7db53e43;16af7995;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
c2c71687;0b1c38f4;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
21829368;74be3c4c;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
3786ef3a;0a4a6830;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
98d9f460;54f5efb2;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
98d9f460;a587b13e;0512;GG ;NHL All-Star Hockey                             ;(USA) (Beta) (1995-0
98d9f460;4680c7aa;0512;GG ;NHL All-Star Hockey                             ;(USA)               
3554c0e8;658713a5;0512;GG ;NHL Hockey                                      ;(USA  Europe)       
a8b28b42;d8d11f8d;0128;GG ;Nazo Puyo                                       ;(Japan) (Rev 1)     
53b8e802;bcce5fd4;0128;GG ;Nazo Puyo                                       ;(Japan)             
72f219b0;4c874466;0256;GG ;Nazo Puyo - Arle no Roux                        ;(Japan) (Beta)      
9ec4ae9c;54ab42a4;0256;GG ;Nazo Puyo - Arle no Roux                        ;(Japan)             
a714dfd9;73939de4;0256;GG ;Nazo Puyo 2                                     ;(Japan)             
ececeb06;3679be80;0512;GG ;Neko Daisuki!                                   ;(Japan)             
11530695;20ef017a;0128;GG ;Ninja Gaiden                                    ;(Japan)             
336d7926;c578756b;0128;GG ;Ninja Gaiden                                    ;(USA  Europe  Brazil
cc67ddbb;c3056e15;0512;GG ;Ninku                                           ;(Japan)             
2901fad8;06247dd2;0512;GG ;Ninku 2 - Tenkuuryuu e no Michi                 ;(Japan)             
2976374c;9140f239;0512;GG ;Ninku Gaiden - Hiroyuki Daikatsugeki            ;(Japan)             
4d98ccb3;4ed45bda;0512;GG ;Nomo Hideo no World Series Baseball             ;(Japan)             
b570ccb9;71fe9c80;0256;GG ;Off the Wall                                    ;(USA) (Proto) (1992-
eb80cf59;1e673168;0256;GG ;Ottifants  The                                  ;(Europe) (En Fr De E
7c491bff;9014b322;0128;GG ;OutRun                                          ;(Europe  Brazil) (En
8bae4ee8;d58cb27c;0128;GG ;OutRun                                          ;(Japan  Europe  Kore
aa66320a;01eab89d;0256;GG ;OutRun Europa                                   ;(Europe)            
d27b32d1;542b6d8e;0512;GG ;PGA Tour 96                                     ;(USA  Europe)       
8fdde239;1c77d996;0256;GG ;PGA Tour Golf                                   ;(USA) (Rev 1)       
555fde37;9700bb65;0256;GG ;PGA Tour Golf                                   ;(USA  Europe)       
ea37c442;4a8ac851;0512;GG ;PGA Tour Golf II                                ;(USA  Europe)       
44cefb2a;9273ee2c;0128;GG ;Pac-Attack                                      ;(USA)               
4c61517b;a16c5e58;0128;GG ;Pac-Man                                         ;(Japan) (En)        
f736cf65;b318dd37;0128;GG ;Pac-Man                                         ;(USA)               
73bf38bd;64c28e20;0256;GG ;Pac-in-Time                                     ;(USA) (Proto)       
1a2b5ec0;e9783cea;0512;GG ;Panzer Dragoon Mini                             ;(Japan)             
2ef4bdc0;f54b6803;0128;GG ;Paperboy                                        ;(USA  Europe)       
d63f5afa;0b271db6;0256;GG ;Paperboy 2                                      ;(USA) (Beta)        
072d2894;8b2c454b;0256;GG ;Paperboy 2                                      ;(USA)               
0da23cc1;0da23cc1;0032;GG ;Pengo                                           ;(Europe)            
ce863dba;ce863dba;0032;GG ;Pengo                                           ;(Japan)             
27e3feb3;b42d8430;0512;GG ;Pet Club - Inu Daisuki!                         ;(Japan)             
4fbead3a;c1756bee;0256;GG ;Pete Sampras Tennis                             ;(USA  Europe)       
cc785ec1;1a51579d;0128;GG ;Phantasy Star Adventure                         ;(Japan)             
2c06b439;a942514a;0256;GG ;Phantasy Star Gaiden                            ;(Japan)             
0ec1824e;281b1c3a;0512;GG ;Phantom 2040                                    ;(USA  Europe)       
48f13b91;635c483a;0128;GG ;Pinball Dreams                                  ;(USA)               
74161096;cc90c723;0128;GG ;Pocket Jansou                                   ;(Japan)             
352f09a8;d2e644b4;0128;GG ;Poker Face - Paul's Cribbage                    ;(USA) (Proto)       
e25a3be0;89d34067;0128;GG ;Poker Face Paul's Blackjack                     ;(USA)               
1aee1fc4;afd61b89;0128;GG ;Poker Face Paul's Gin                           ;(USA)               
7492c70c;e783daf8;0128;GG ;Poker Face Paul's Poker                         ;(USA)               
dcab078f;0e9b0c0a;0128;GG ;Poker Face Paul's Solitaire                     ;(USA)               
87fcd43d;71deba5a;0128;GG ;Pop Breaker                                     ;(Japan)             
8944ac5c;3ef66810;0512;GG ;Popeye no Beach Volleyball                      ;(Japan)             
2ee778c4;ac369ae3;0512;GG ;Power Drive                                     ;(Europe)            
a895a05b;09de1528;0256;GG ;Power Strike II                                 ;(Japan  Europe) (En)
3f44ad29;2a34b5c7;0512;GG ;Primal Rage                                     ;(USA  Europe)       
63b6a57c;6d3a10d3;0128;GG ;Pro Yakyuu '91  The                             ;(Japan)             
f410be76;a1a19135;0512;GG ;Pro Yakyuu GG League '94                        ;(Japan)             
84d947ae;2da8e943;0256;GG ;Pro Yakyuu GG League                            ;(Japan)             
671449af;afcc7828;0128;GG ;Psychic World                                   ;(Japan) (En)        
176553de;73779b22;0128;GG ;Psychic World                                   ;(USA  Europe  Brazil
fd4f8984;407ac070;0128;GG ;Putt & Putter                                   ;(Japan  Korea) (Ja) 
051a2481;ecc301dd;0128;GG ;Putt & Putter                                   ;(USA  Europe  Brazil
586107a3;d173a06f;0256;GG ;Puyo Puyo                                       ;(Japan) (En Ja)     
55ccbe87;1095528d;0512;GG ;Puyo Puyo Tsuu                                  ;(Japan) (Virtual Con
4d954b44;3ab2393b;0512;GG ;Puyo Puyo Tsuu                                  ;(Japan)             
fcfb53ce;9f64c2bb;0512;GG ;Puzzle & Action - Ichidanto-R                   ;(Japan)             
d3222e1a;91517430;0512;GG ;Puzzle & Action - Tanto-R                       ;(Japan)             
f0b3d929;8e54ee04;0256;GG ;Puzzle Bobble                                   ;(Japan)             
2b46b9df;6c451ee1;0512;GG ;Quest for the Shaven Yak Starring Ren Hoek & Sti;(USA  Europe)       
8f386d5a;736cdb76;0512;GG ;Quiz Gear Fight!!  The                          ;(Japan)             
f43773f4;6dc3295e;0512;GG ;R.B.I. Baseball '94                             ;(USA)               
d5aa109c;03e9c607;0128;GG ;Revenge of Drancon                              ;(USA  Brazil) (En)  
99a79408;a45fffb7;0256;GG ;Riddick Bowe Boxing                             ;(Japan)             
3600a408;38d8ec56;0256;GG ;Riddick Bowe Boxing                             ;(USA)               
8ad0353e;100b77b2;0512;GG ;Rise of the Robots                              ;(USA  Europe)       
7a17ca61;a1c214bd;0512;GG ;Ristar                                          ;(World) (Beta) (1994
57bbf3e0;672d38d5;0512;GG ;Ristar                                          ;(World) (Beta) (1994
f76061ea;a302413c;0512;GG ;Ristar                                          ;(World) (Beta) (1994
9ecf5f66;44fa6ae6;0512;GG ;Ristar                                          ;(World) (Beta) (1994
9ecf5f66;302d2b4b;0512;GG ;Ristar                                          ;(World) (Beta) (1994
b6493800;efe65b3b;0512;GG ;Ristar                                          ;(World)             
307a941d;176505d4;0512;GG ;Road Rash                                       ;(Europe)            
2dcd8479;96045f76;0512;GG ;Road Rash                                       ;(USA)               
d96e34af;069a0704;0256;GG ;RoboCop 3                                       ;(World)             
0bd118f2;4ab7fa4e;0512;GG ;RoboCop versus The Terminator                   ;(USA  Europe)       
c13ce188;445d7cd2;0512;GG ;Royal Stone - Hirakareshi Toki no Tobira        ;(Japan)             
dbbba4e1;95efd52b;0128;GG ;Ryuukyuu                                        ;(Japan)             
7631a286;5e2b39b8;0512;GG ;SD Gundam - Winner's History                    ;(Japan)             
afd156a4;98171deb;0512;GG ;Samurai Shodown                                 ;(USA)               
30873281;93fd73dc;0512;GG ;Samurai Spirits                                 ;(Japan)             
49bfce7c;ec0f2c72;0256;GG ;Scratch Golf                                    ;(Japan)             
4ffd4dd9;c10df4ce;0256;GG ;Scratch Golf                                    ;(USA)               
a788dcc5;758a7123;0256;GG ;Sega Game Pack 4 in 1                           ;(Europe) (Beta)     
4bfc0a62;0924d2ec;0256;GG ;Sega Game Pack 4 in 1                           ;(Europe)            
7d31fc65;5b68da75;0128;GG ;Sensible Soccer - European Champions            ;(Europe)            
906d5a09;09f9ed60;0512;GG ;Shadam Crusader - Harukanaru Oukoku             ;(Japan)             
49d4ac12;81314249;0128;GG ;Shanghai II                                     ;(Japan) (Rev A)     
2f1295f7;2ae8c75f;0128;GG ;Shanghai II                                     ;(Japan)             
8f2a6bbe;6fcb8ab0;0512;GG ;Shaq Fu                                         ;(USA)               
b5ba7698;9c5c7f53;0128;GG ;Shikinjou                                       ;(Japan)             
6e79e35c;65e5345c;0512;GG ;Shining Force - The Sword of Hajya              ;(USA) (Beta) (1994-0
cf9d42b8;e97ec011;0512;GG ;Shining Force - The Sword of Hajya              ;(USA) (Beta) (1994-0
1336c1f1;8bfc56c3;0512;GG ;Shining Force - The Sword of Hajya              ;(USA) (Beta) (1994-0
67e45f9d;80dca91d;0512;GG ;Shining Force - The Sword of Hajya              ;(USA) (Beta) (1994-0
6b28dbc2;a6ca6fa9;0512;GG ;Shining Force - The Sword of Hajya              ;(USA)               
58b8d323;1dc56beb;0512;GG ;Shining Force - The Sword of Hajya              ;(USA  Europe) (Virtu
